Region,Date,Rainfall Deficit,SPI,SPEI,Drought Risk
Anuradapura AdministrativeArea4,2014-06-27,149.6203507,2.308665048,0.100862276,High Risk
Anuradapura AdministrativeArea4,2014-06-28,52.23070127,-2.132592222,-1.57011005,High Risk
Anuradapura AdministrativeArea3,2014-06-29,96.64140535,1.964778918,-1.451763931,Moderate Risk
Anuradapura AdministrativeArea1,2014-06-30,277.3240821,0.788580442,-0.485881309,Moderate Risk
Anuradapura AdministrativeArea3,2014-07-01,274.6873343,1.801394904,-0.645825927,Moderate Risk
Anuradapura AdministrativeArea3,2014-07-02,163.336187,-1.725205744,1.406941646,High Risk
Anuradapura AdministrativeArea4,2014-07-03,126.0291768,2.032410143,0.289012762,High Risk
Anuradapura AdministrativeArea1,2014-07-04,125.687073,2.289359107,-1.253140056,Moderate Risk
Anuradapura AdministrativeArea2,2014-07-05,274.2987007,2.033570545,-1.886628003,High Risk
Anuradapura AdministrativeArea2,2014-07-06,131.1833277,1.427498157,-1.590547578,High Risk
Anuradapura AdministrativeArea4,2014-07-07,177.8950649,-2.048478714,0.801646734,High Risk
Anuradapura AdministrativeArea4,2014-07-08,232.7527626,-1.396344643,1.388389068,Moderate Risk
Anuradapura AdministrativeArea4,2014-07-09,102.3702604,2.065676056,1.130152012,High Risk
Anuradapura AdministrativeArea4,2014-07-10,113.4597704,-1.352878514,1.159501902,Moderate Risk
Anuradapura AdministrativeArea2,2014-07-11,139.5154733,-0.761429838,-0.956156216,Moderate Risk
Anuradapura AdministrativeArea1,2014-07-12,213.5558473,-2.247615527,1.956344127,High Risk
Anuradapura AdministrativeArea3,2014-07-13,254.3726628,0.640465023,-1.654365853,High Risk
Anuradapura AdministrativeArea2,2014-07-14,186.6764408,0.316504611,1.284381347,Low Risk
Anuradapura AdministrativeArea1,2014-07-15,83.23218416,2.30885834,-1.612730904,High Risk
Anuradapura AdministrativeArea4,2014-07-16,161.5613808,1.961723176,-0.929874781,Moderate Risk
Anuradapura AdministrativeArea3,2014-07-17,81.92268053,0.029719454,-0.018343887,Moderate Risk
Anuradapura AdministrativeArea1,2014-07-18,72.07429242,0.546686515,-1.786636917,High Risk
Anuradapura AdministrativeArea1,2014-07-19,197.4041925,-0.434015899,-0.423314618,Moderate Risk
Anuradapura AdministrativeArea3,2014-07-20,289.0530279,-1.837704313,-0.599542471,Moderate Risk
Anuradapura AdministrativeArea1,2014-07-21,259.4029583,1.838952977,0.588688327,High Risk
Anuradapura AdministrativeArea1,2014-07-22,243.6178156,0.247692905,0.872053721,Low Risk
Anuradapura AdministrativeArea3,2014-07-23,231.7639915,-0.373039381,-1.638018798,Moderate Risk
Anuradapura AdministrativeArea3,2014-07-24,274.2819643,-2.15767297,-1.847726085,High Risk
Anuradapura AdministrativeArea2,2014-07-25,238.208771,0.826917042,1.103565289,Low Risk
Anuradapura AdministrativeArea4,2014-07-26,206.7193363,-0.501675471,0.111965548,Moderate Risk
Anuradapura AdministrativeArea4,2014-07-27,141.1700201,-1.231520669,0.138547014,Moderate Risk
Anuradapura AdministrativeArea1,2014-07-28,75.23597246,1.883766359,1.922866685,No Risk
Anuradapura AdministrativeArea4,2014-07-29,165.258341,-1.581840828,-0.249033873,Moderate Risk
Anuradapura AdministrativeArea2,2014-07-30,281.196059,0.075099372,-1.215229914,Moderate Risk
Anuradapura AdministrativeArea1,2014-07-31,195.7750663,1.478780093,0.722564558,Low Risk
Anuradapura AdministrativeArea4,2014-08-01,96.12604497,1.745373866,1.262712246,High Risk
Anuradapura AdministrativeArea4,2014-08-02,212.2558271,1.593527,0.009443113,High Risk
Anuradapura AdministrativeArea1,2014-08-03,166.3655585,1.983131677,0.76725836,High Risk
Anuradapura AdministrativeArea3,2014-08-04,282.8450221,-1.788213112,0.055725621,High Risk
Anuradapura AdministrativeArea2,2014-08-05,90.23497752,2.202292662,-0.370590966,Moderate Risk
Anuradapura AdministrativeArea1,2014-08-06,228.0029371,-2.445985338,-1.862888304,High Risk
Anuradapura AdministrativeArea1,2014-08-07,220.4006162,-1.220479991,-1.305029672,Moderate Risk
Anuradapura AdministrativeArea4,2014-08-08,295.8853946,-2.079806269,-0.080930044,Moderate Risk
Anuradapura AdministrativeArea3,2014-08-09,191.2280317,2.227665676,-0.413885705,Moderate Risk
Anuradapura AdministrativeArea4,2014-08-10,267.893509,-0.380321733,1.371535073,Moderate Risk
Anuradapura AdministrativeArea1,2014-08-11,56.17848438,-0.923652976,-1.566216296,Moderate Risk
Anuradapura AdministrativeArea1,2014-08-12,80.72299206,-1.664562682,-1.799489862,High Risk
Anuradapura AdministrativeArea4,2014-08-13,136.4846432,-1.720910463,-1.651450929,High Risk
Anuradapura AdministrativeArea3,2014-08-14,204.8318493,0.56965843,0.712370679,Low Risk
Anuradapura AdministrativeArea1,2014-08-15,162.2698362,-2.264579168,0.377893911,High Risk
Anuradapura AdministrativeArea2,2014-08-16,100.6740618,0.471651876,0.528881312,Low Risk
Anuradapura AdministrativeArea3,2014-08-17,197.300935,1.373246861,-1.372314164,Moderate Risk
Anuradapura AdministrativeArea1,2014-08-18,191.6747648,0.505074335,0.065411072,Low Risk
Anuradapura AdministrativeArea3,2014-08-19,181.1118696,1.63289384,1.070680124,High Risk
Anuradapura AdministrativeArea3,2014-08-20,72.63902803,-1.17370648,0.73550545,Moderate Risk
Anuradapura AdministrativeArea2,2014-08-21,281.7563732,-2.114142412,-0.245248781,Moderate Risk
Anuradapura AdministrativeArea1,2014-08-22,198.0638259,1.104953085,-1.585997947,High Risk
Anuradapura AdministrativeArea3,2014-08-23,115.9979368,1.640651952,1.482600856,High Risk
Anuradapura AdministrativeArea1,2014-08-24,221.8545476,0.008382683,0.104817367,Low Risk
Anuradapura AdministrativeArea1,2014-08-25,129.4769977,1.6030847,1.558643039,No Risk
Anuradapura AdministrativeArea3,2014-08-26,176.4640067,-0.210404223,-0.245199555,Moderate Risk
Anuradapura AdministrativeArea4,2014-08-27,135.2829428,-1.50736183,-1.0519479,Moderate Risk
Anuradapura AdministrativeArea3,2014-08-28,270.0985066,-0.128029912,-0.770347959,Moderate Risk
Anuradapura AdministrativeArea4,2014-08-29,298.4951461,-1.420246755,-0.32740269,Moderate Risk
Anuradapura AdministrativeArea4,2014-08-30,90.29551633,-0.139842146,0.456892533,Moderate Risk
Anuradapura AdministrativeArea4,2014-08-31,55.89473764,-1.762242204,1.075643953,High Risk
Anuradapura AdministrativeArea4,2014-09-01,104.8306267,-1.572189643,-1.029437473,Moderate Risk
Anuradapura AdministrativeArea3,2014-09-02,197.4879958,1.914563827,-1.249112317,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-03,93.48778489,-1.920709097,-1.189364884,Moderate Risk
Anuradapura AdministrativeArea1,2014-09-04,252.8711062,-1.3786286,1.737999116,Moderate Risk
Anuradapura AdministrativeArea3,2014-09-05,152.1676442,2.477600253,-1.344204585,Moderate Risk
Anuradapura AdministrativeArea2,2014-09-06,202.6331852,0.38009258,-0.617026958,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-07,163.9044604,0.429096086,-0.056529519,Moderate Risk
Anuradapura AdministrativeArea3,2014-09-08,275.8319804,1.724854382,0.224813942,High Risk
Anuradapura AdministrativeArea4,2014-09-09,58.78383427,0.121598182,1.432340574,Low Risk
Anuradapura AdministrativeArea1,2014-09-10,232.3254739,-1.391090233,-1.548464626,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-11,213.0430333,-0.387667218,-1.567946427,Moderate Risk
Anuradapura AdministrativeArea3,2014-09-12,212.3787577,1.275006268,-0.7343614,Moderate Risk
Anuradapura AdministrativeArea1,2014-09-13,153.4973483,1.862242192,-0.34719417,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-14,53.91880712,-1.133980875,-0.504897352,Moderate Risk
Anuradapura AdministrativeArea2,2014-09-15,222.3101805,-1.190123679,-0.432392776,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-16,257.3678032,-0.861958969,1.405820004,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-17,71.30757775,0.481053499,1.346673279,Low Risk
Anuradapura AdministrativeArea1,2014-09-18,160.4043761,-1.107454672,1.222005223,Moderate Risk
Anuradapura AdministrativeArea4,2014-09-19,90.64871349,1.965684627,1.021122671,High Risk
Anuradapura AdministrativeArea3,2014-09-20,202.7344466,2.390037944,-1.83844294,High Risk
Anuradapura AdministrativeArea3,2014-09-21,246.4012191,0.895599612,-1.402449189,Moderate Risk
Anuradapura AdministrativeArea1,2014-09-22,216.6766412,2.35149848,0.928770574,High Risk
Anuradapura AdministrativeArea3,2014-09-23,129.5150176,-1.060747658,0.379375693,Moderate Risk
Anuradapura AdministrativeArea2,2014-09-24,84.93317571,1.575851766,0.695778312,High Risk
Anuradapura AdministrativeArea4,2014-09-25,248.5670365,0.892223199,0.867725544,Low Risk
Anuradapura AdministrativeArea1,2014-09-26,130.9792146,-1.184040847,1.645458839,Moderate Risk
Anuradapura AdministrativeArea3,2014-09-27,55.53495794,-0.907963599,0.540571781,Moderate Risk
Anuradapura AdministrativeArea2,2014-09-28,192.8553036,-0.056871667,-0.897730285,Moderate Risk
Anuradapura AdministrativeArea2,2014-09-29,111.6693276,1.458216683,-1.667936252,High Risk
Anuradapura AdministrativeArea1,2014-09-30,260.3014996,1.861111346,-0.271661084,Moderate Risk
Anuradapura AdministrativeArea1,2014-10-01,85.8138011,0.669735219,0.839398262,Low Risk
Anuradapura AdministrativeArea3,2014-10-02,158.7002123,1.107881861,-0.872394397,Moderate Risk
Anuradapura AdministrativeArea4,2014-10-03,113.2825509,-1.180752312,-1.519682737,Moderate Risk
Anuradapura AdministrativeArea2,2014-10-04,222.4004048,1.205357749,1.994969642,High Risk
Anuradapura AdministrativeArea2,2014-10-05,187.1327273,0.524899065,-0.324502539,Moderate Risk
Anuradapura AdministrativeArea1,2014-10-06,247.7469298,-1.385395474,-1.134740834,Moderate Risk
Anuradapura AdministrativeArea2,2014-10-07,164.6531438,2.250934858,-1.341776245,Moderate Risk
Anuradapura AdministrativeArea1,2014-10-08,51.20210789,0.064298047,1.45112952,Low Risk
Anuradapura AdministrativeArea4,2014-10-09,103.7991201,1.472310097,1.278415513,Low Risk
Anuradapura AdministrativeArea1,2014-10-10,299.789277,0.128063834,0.453282356,Low Risk
Anuradapura AdministrativeArea4,2014-10-11,151.3362473,2.164683582,0.188742044,High Risk
Anuradapura AdministrativeArea3,2014-10-12,205.058777,-1.793603077,1.805756019,High Risk
Anuradapura AdministrativeArea1,2014-10-13,276.232902,0.230773129,-1.086929507,Moderate Risk
Anuradapura AdministrativeArea3,2014-10-14,55.13104554,-2.37422499,-0.338425616,Moderate Risk
Anuradapura AdministrativeArea4,2014-10-15,214.9018491,-1.513032037,-1.901339993,High Risk
Anuradapura AdministrativeArea2,2014-10-16,122.0942435,-1.094867477,-0.325640931,Moderate Risk
Anuradapura AdministrativeArea3,2014-10-17,119.8120638,-0.136949645,-0.463133919,Moderate Risk
Anuradapura AdministrativeArea1,2014-10-18,106.2128508,1.600863287,1.797972958,No Risk
Anuradapura AdministrativeArea1,2014-10-19,255.6823041,-0.166727497,-0.567070258,Moderate Risk
Anuradapura AdministrativeArea3,2014-10-20,143.2369331,0.305935998,1.339157037,Low Risk
Anuradapura AdministrativeArea3,2014-10-21,66.77913457,2.120271803,1.066374638,High Risk
Anuradapura AdministrativeArea3,2014-10-22,74.21278947,1.282662323,-1.4109118,Moderate Risk
Anuradapura AdministrativeArea1,2014-10-23,87.15359067,-2.248983059,1.850868892,High Risk
Anuradapura AdministrativeArea3,2014-10-24,274.7318968,-1.617687046,0.523863001,High Risk
Anuradapura AdministrativeArea3,2014-10-25,156.8608566,-2.308912439,0.386202109,High Risk
Anuradapura AdministrativeArea4,2014-10-26,279.0123349,-2.154718696,-1.953178224,High Risk
Anuradapura AdministrativeArea3,2014-10-27,254.3698682,-0.80572599,0.796843175,Moderate Risk
Anuradapura AdministrativeArea3,2014-10-28,259.4706553,1.139292519,-1.777484542,High Risk
Anuradapura AdministrativeArea1,2014-10-29,121.7079528,-1.278235536,-1.258476753,Moderate Risk
Anuradapura AdministrativeArea1,2014-10-30,117.8286032,-0.538568688,-1.60551607,Moderate Risk
Anuradapura AdministrativeArea2,2014-10-31,190.017095,-0.530626693,-0.487176308,Moderate Risk
Anuradapura AdministrativeArea1,2014-11-01,154.4812405,0.451532752,1.182846009,Low Risk
Anuradapura AdministrativeArea1,2014-11-02,177.2651721,1.964595036,0.829526184,High Risk
Anuradapura AdministrativeArea1,2014-11-03,63.30105046,2.416136417,-1.573219427,High Risk
Anuradapura AdministrativeArea1,2014-11-04,292.8975478,0.523054822,1.193844771,Low Risk
Anuradapura AdministrativeArea3,2014-11-05,64.54220196,0.025352399,-0.156611438,Moderate Risk
Anuradapura AdministrativeArea2,2014-11-06,94.70782442,0.909378425,-1.869476888,High Risk
Anuradapura AdministrativeArea1,2014-11-07,219.5501312,0.840156237,-1.104694159,Moderate Risk
Anuradapura AdministrativeArea3,2014-11-08,88.87538793,0.119729313,1.140742112,Low Risk
Anuradapura AdministrativeArea1,2014-11-09,76.71748193,1.184781494,0.933198956,Low Risk
Anuradapura AdministrativeArea2,2014-11-10,88.40509534,-0.043642985,-1.246595507,Moderate Risk
Anuradapura AdministrativeArea4,2014-11-11,65.4800608,2.482292131,-1.84800374,High Risk
Anuradapura AdministrativeArea4,2014-11-12,112.8296851,-2.255013483,-0.819192224,Moderate Risk
Anuradapura AdministrativeArea2,2014-11-13,117.7798178,-0.283921891,1.179707589,Moderate Risk
Anuradapura AdministrativeArea3,2014-11-14,174.6555219,-0.51487828,1.753561928,Moderate Risk
Anuradapura AdministrativeArea3,2014-11-15,159.6806293,1.351519785,0.29154254,Low Risk
Anuradapura AdministrativeArea2,2014-11-16,168.4283538,-1.545873218,-1.63558458,High Risk
Anuradapura AdministrativeArea4,2014-11-17,204.0098761,-0.32962251,0.008344621,Moderate Risk
Anuradapura AdministrativeArea1,2014-11-18,107.7403578,0.989722683,1.995165489,High Risk
Anuradapura AdministrativeArea4,2014-11-19,83.67603277,0.515959332,1.75467605,High Risk
Anuradapura AdministrativeArea1,2014-11-20,269.7195697,0.225609157,1.972844016,High Risk
Anuradapura AdministrativeArea2,2014-11-21,208.4853349,-0.325224338,0.797658843,Moderate Risk
Anuradapura AdministrativeArea2,2014-11-22,65.16582348,1.260044001,-0.295645742,Moderate Risk
Anuradapura AdministrativeArea2,2014-11-23,290.2629125,0.73212564,1.57251824,High Risk
Anuradapura AdministrativeArea4,2014-11-24,223.2671256,1.873555127,1.580721852,No Risk
Anuradapura AdministrativeArea2,2014-11-25,87.92616052,1.164994432,-1.422540668,Moderate Risk
Anuradapura AdministrativeArea4,2014-11-26,292.2836079,-1.797962178,1.101543427,High Risk
Anuradapura AdministrativeArea3,2014-11-27,141.3518358,0.597690209,1.677238078,High Risk
Anuradapura AdministrativeArea1,2014-11-28,296.12752,-2.277307834,1.594078708,High Risk
Anuradapura AdministrativeArea1,2014-11-29,75.81890735,-0.563145689,0.82733447,Moderate Risk
Anuradapura AdministrativeArea1,2014-11-30,89.99230426,-0.440311466,0.149433342,Moderate Risk
Anuradapura AdministrativeArea2,2014-12-01,214.3548877,1.774414517,1.106997057,High Risk
Anuradapura AdministrativeArea1,2014-12-02,55.53586629,-1.598141466,0.064623366,High Risk
Anuradapura AdministrativeArea2,2014-12-03,54.6724103,0.717707525,-0.715063722,Moderate Risk
Anuradapura AdministrativeArea4,2014-12-04,247.9957081,-1.538064887,-0.964246025,Moderate Risk
Anuradapura AdministrativeArea2,2014-12-05,91.94508293,2.243350756,0.162628899,High Risk
Anuradapura AdministrativeArea1,2014-12-06,279.6974981,0.147484663,-0.176180478,Moderate Risk
Anuradapura AdministrativeArea2,2014-12-07,156.4740405,1.041068824,0.097981072,Low Risk
Anuradapura AdministrativeArea2,2014-12-08,268.4130886,0.732726952,-0.957212366,Moderate Risk
Anuradapura AdministrativeArea4,2014-12-09,154.440896,-0.98180738,0.362332486,Moderate Risk
Anuradapura AdministrativeArea2,2014-12-10,182.5575012,2.005988802,0.648297679,High Risk
Anuradapura AdministrativeArea1,2014-12-11,129.1285404,0.636243344,1.227395575,Low Risk
Anuradapura AdministrativeArea2,2014-12-12,214.5191044,0.051590097,0.359949691,Low Risk
Anuradapura AdministrativeArea3,2014-12-13,129.5502915,0.141803467,1.024283209,Low Risk
Anuradapura AdministrativeArea2,2014-12-14,105.7925245,1.953452621,-1.322458696,Moderate Risk
Anuradapura AdministrativeArea3,2014-12-15,70.26182799,-2.204402636,-1.515749221,High Risk
Anuradapura AdministrativeArea1,2014-12-16,64.41733696,-0.55468954,-1.281435638,Moderate Risk
Anuradapura AdministrativeArea3,2014-12-17,126.4935883,1.708137639,1.385060487,High Risk
Anuradapura AdministrativeArea3,2014-12-18,234.1183363,-2.312423765,0.224599544,High Risk
Anuradapura AdministrativeArea3,2014-12-19,101.4050166,0.695906097,-0.178739074,Moderate Risk
Anuradapura AdministrativeArea3,2014-12-20,124.8068625,-0.483679084,1.048637695,Moderate Risk
Anuradapura AdministrativeArea3,2014-12-21,276.2928546,-1.477082647,-1.503688338,Moderate Risk
Anuradapura AdministrativeArea2,2014-12-22,209.789374,0.557024336,-1.975168145,High Risk
Anuradapura AdministrativeArea4,2014-12-23,279.9305974,1.655305015,-0.756140761,Moderate Risk
Anuradapura AdministrativeArea3,2014-12-24,277.8065085,-0.163302228,-1.004422664,Moderate Risk
Anuradapura AdministrativeArea1,2014-12-25,65.85267062,-1.766313053,-0.770676681,Moderate Risk
Anuradapura AdministrativeArea1,2014-12-26,288.7523312,-0.969243901,1.894277389,Moderate Risk
Anuradapura AdministrativeArea2,2014-12-27,62.79448977,2.40676625,0.270982971,High Risk
Anuradapura AdministrativeArea4,2014-12-28,281.4047294,-1.944540566,0.356447619,High Risk
Anuradapura AdministrativeArea4,2014-12-29,186.6833592,-1.696424899,0.622677151,High Risk
Anuradapura AdministrativeArea3,2014-12-30,183.2973957,2.45088924,-0.409098138,Moderate Risk
Anuradapura AdministrativeArea1,2014-12-31,228.3160157,1.910507118,1.915903666,No Risk
Anuradapura AdministrativeArea1,2015-01-01,269.8028177,1.035643724,1.893045685,High Risk
Anuradapura AdministrativeArea2,2015-01-02,204.2511389,-1.745083733,1.076981251,High Risk
Anuradapura AdministrativeArea3,2015-01-03,156.3499634,-1.297254251,-1.153231328,Moderate Risk
Anuradapura AdministrativeArea1,2015-01-04,77.97233575,-1.59908898,1.520787317,High Risk
Anuradapura AdministrativeArea3,2015-01-05,247.3023265,0.654774275,-1.596320466,High Risk
Anuradapura AdministrativeArea4,2015-01-06,82.07337312,-0.505655561,0.519579302,Moderate Risk
Anuradapura AdministrativeArea3,2015-01-07,231.5914653,-2.261104319,-0.171139434,Moderate Risk
Anuradapura AdministrativeArea3,2015-01-08,181.9812364,-1.043538486,-1.843137308,Moderate Risk
Anuradapura AdministrativeArea2,2015-01-09,146.4589812,1.80326613,1.615628041,No Risk
Anuradapura AdministrativeArea2,2015-01-10,203.2465966,1.480211667,1.844371378,High Risk
Anuradapura AdministrativeArea4,2015-01-11,243.0890215,0.71505902,1.629578141,High Risk
Anuradapura AdministrativeArea4,2015-01-12,285.2849046,-2.072282429,-1.230132807,Moderate Risk
Anuradapura AdministrativeArea3,2015-01-13,116.1742207,1.913954096,-0.668072395,Moderate Risk
Anuradapura AdministrativeArea1,2015-01-14,286.7825401,0.172589044,1.822931776,High Risk
Anuradapura AdministrativeArea3,2015-01-15,290.2370115,-0.02711995,-1.574304224,Moderate Risk
Anuradapura AdministrativeArea4,2015-01-16,253.4076286,2.170317885,0.333218974,High Risk
Anuradapura AdministrativeArea2,2015-01-17,270.3592937,-2.455779865,-0.057910058,Moderate Risk
Anuradapura AdministrativeArea2,2015-01-18,223.1068784,0.279486034,-1.392405478,Moderate Risk
Anuradapura AdministrativeArea4,2015-01-19,59.77430498,1.456221956,1.546309971,High Risk
Anuradapura AdministrativeArea3,2015-01-20,193.7696362,-2.181547627,-1.463382281,Moderate Risk
Anuradapura AdministrativeArea1,2015-01-21,236.8011407,-0.714139663,0.370827843,Moderate Risk
Anuradapura AdministrativeArea2,2015-01-22,285.4257837,2.387425923,-0.727276471,Moderate Risk
Anuradapura AdministrativeArea3,2015-01-23,192.6129618,-1.441069742,-0.328075439,Moderate Risk
Anuradapura AdministrativeArea1,2015-01-24,248.5501696,0.155897167,-1.154561543,Moderate Risk
Anuradapura AdministrativeArea4,2015-01-25,226.2596794,1.23034513,0.498676262,Low Risk
Anuradapura AdministrativeArea3,2015-01-26,120.2007221,-0.548130737,1.95470994,Moderate Risk
Anuradapura AdministrativeArea1,2015-01-27,88.68201879,-0.460633767,1.334172391,Moderate Risk
Anuradapura AdministrativeArea3,2015-01-28,237.7263322,-2.183658239,0.732823426,High Risk
Anuradapura AdministrativeArea2,2015-01-29,108.4420903,-1.549533258,1.025525123,High Risk
Anuradapura AdministrativeArea4,2015-01-30,111.1728887,1.903046128,1.357146713,High Risk
Anuradapura AdministrativeArea2,2015-01-31,210.9865597,1.591588202,-0.10981162,Moderate Risk
Anuradapura AdministrativeArea2,2015-02-01,247.267116,-0.976807389,0.268176823,Moderate Risk
Anuradapura AdministrativeArea3,2015-02-02,195.5830232,-0.591443505,1.581931021,Moderate Risk
Anuradapura AdministrativeArea4,2015-02-03,271.2457885,-0.297947882,0.783789336,Moderate Risk
Anuradapura AdministrativeArea3,2015-02-04,102.8608173,-0.770281859,-1.455907178,Moderate Risk
Anuradapura AdministrativeArea1,2015-02-05,113.1036074,0.769558521,1.118143042,Low Risk
Anuradapura AdministrativeArea4,2015-02-06,209.238876,-2.435857846,-1.909174732,High Risk
Anuradapura AdministrativeArea2,2015-02-07,257.3420462,1.90084028,1.390107973,High Risk
Anuradapura AdministrativeArea2,2015-02-08,184.8379504,-0.996754532,1.153197289,Moderate Risk
Anuradapura AdministrativeArea2,2015-02-09,52.59539333,1.861867309,1.322983942,High Risk
Anuradapura AdministrativeArea3,2015-02-10,219.2357823,-0.228070912,-1.905629816,Moderate Risk
Anuradapura AdministrativeArea3,2015-02-11,253.3956083,1.381654959,1.889795336,High Risk
Anuradapura AdministrativeArea3,2015-02-12,119.135907,1.628899195,0.456528111,High Risk
Anuradapura AdministrativeArea4,2015-02-13,63.54955722,-0.993555882,1.200193573,Moderate Risk
Anuradapura AdministrativeArea4,2015-02-14,179.4879945,0.701624046,0.266236413,Low Risk
Anuradapura AdministrativeArea4,2015-02-15,60.53880509,0.53706988,-0.641002735,Moderate Risk
Anuradapura AdministrativeArea4,2015-02-16,154.004186,-0.11992949,-0.815406531,Moderate Risk
Anuradapura AdministrativeArea1,2015-02-17,54.45446112,-0.152156616,-1.72026417,Moderate Risk
Anuradapura AdministrativeArea2,2015-02-18,106.2416807,-0.973983648,0.170059773,Moderate Risk
Anuradapura AdministrativeArea3,2015-02-19,147.205613,-0.949047442,-1.425643379,Moderate Risk
Anuradapura AdministrativeArea3,2015-02-20,77.92647244,0.240758041,0.270069538,Low Risk
Anuradapura AdministrativeArea1,2015-02-21,78.538976,-2.33864691,0.499664888,High Risk
Anuradapura AdministrativeArea2,2015-02-22,256.7654351,2.16832191,-0.231677208,Moderate Risk
Anuradapura AdministrativeArea2,2015-02-23,60.35596669,0.749896615,-1.374700639,Moderate Risk
Anuradapura AdministrativeArea1,2015-02-24,222.2415622,-0.282782301,-0.269170493,Moderate Risk
Anuradapura AdministrativeArea4,2015-02-25,253.6205123,-2.190969989,1.514687897,High Risk
Anuradapura AdministrativeArea2,2015-02-26,82.68058853,0.650062551,-0.167808829,Moderate Risk
Anuradapura AdministrativeArea4,2015-02-27,98.84268363,-2.411286686,-0.629082167,Moderate Risk
Anuradapura AdministrativeArea1,2015-02-28,210.3733254,0.899335975,0.519055833,Low Risk
Anuradapura AdministrativeArea3,2015-03-01,128.9116532,-2.137377762,0.475449063,High Risk
Anuradapura AdministrativeArea3,2015-03-02,169.1057678,0.780510949,-1.637534008,High Risk
Anuradapura AdministrativeArea3,2015-03-03,259.0006771,-0.470561168,-1.054037726,Moderate Risk
Anuradapura AdministrativeArea3,2015-03-04,84.49579285,0.813142474,-0.022381211,Moderate Risk
Anuradapura AdministrativeArea2,2015-03-05,204.9131305,-1.807513372,-0.534675709,Moderate Risk
Anuradapura AdministrativeArea4,2015-03-06,285.5994306,-1.913085454,-0.720172354,Moderate Risk
Anuradapura AdministrativeArea3,2015-03-07,64.36665742,-1.262879795,-0.217145175,Moderate Risk
Anuradapura AdministrativeArea3,2015-03-08,65.00169125,-0.442443409,-0.838743634,Moderate Risk
Anuradapura AdministrativeArea3,2015-03-09,188.6855932,-1.234845241,-0.610113183,Moderate Risk
Anuradapura AdministrativeArea1,2015-03-10,290.018949,-2.089923078,1.094519172,High Risk
Anuradapura AdministrativeArea2,2015-03-11,105.1184106,-0.874859508,0.04092396,Moderate Risk
Anuradapura AdministrativeArea1,2015-03-12,132.6979924,1.028804501,1.491423578,Low Risk
Anuradapura AdministrativeArea4,2015-03-13,74.66199364,0.415430521,1.794241028,High Risk
Anuradapura AdministrativeArea3,2015-03-14,140.5618076,2.316622775,1.688309204,No Risk
Anuradapura AdministrativeArea2,2015-03-15,61.08312001,-0.320391695,-0.985155629,Moderate Risk
Anuradapura AdministrativeArea2,2015-03-16,147.2734994,-0.835988224,-0.108456281,Moderate Risk
Anuradapura AdministrativeArea2,2015-03-17,188.8719437,0.968397638,0.140208732,Low Risk
Anuradapura AdministrativeArea1,2015-03-18,293.7512067,-0.440206053,1.408763019,Moderate Risk
Anuradapura AdministrativeArea1,2015-03-19,254.5969949,0.591546344,0.236082675,Low Risk
Anuradapura AdministrativeArea1,2015-03-20,255.5163527,2.231436403,-0.989138038,Moderate Risk
Anuradapura AdministrativeArea1,2015-03-21,107.0360811,-0.004053857,0.190156455,Moderate Risk
Anuradapura AdministrativeArea4,2015-03-22,71.80867554,-0.009124971,-1.822862023,Moderate Risk
Anuradapura AdministrativeArea3,2015-03-23,200.768676,1.375832617,1.336549482,Low Risk
Anuradapura AdministrativeArea3,2015-03-24,180.2845488,1.280383276,0.263997498,Low Risk
Anuradapura AdministrativeArea1,2015-03-25,179.1259691,0.081157232,0.606868838,Low Risk
Anuradapura AdministrativeArea1,2015-03-26,77.25199655,-2.176398256,-1.19624348,Moderate Risk
Anuradapura AdministrativeArea1,2015-03-27,173.4712236,2.403934969,0.232537907,High Risk
Anuradapura AdministrativeArea4,2015-03-28,87.58893515,-0.613397895,0.122547561,Moderate Risk
Anuradapura AdministrativeArea4,2015-03-29,155.5286484,-0.916467918,0.478523789,Moderate Risk
Anuradapura AdministrativeArea2,2015-03-30,65.54065816,2.407734166,1.389680205,High Risk
Anuradapura AdministrativeArea3,2015-03-31,264.2231499,1.860676084,1.058153842,High Risk
Anuradapura AdministrativeArea1,2015-04-01,53.29502158,-0.848916791,0.187497636,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-02,284.8307849,-0.958454721,1.573612349,Moderate Risk
Anuradapura AdministrativeArea3,2015-04-03,265.7229557,1.104770713,-0.566326607,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-04,238.1520181,-0.828420488,-0.02979672,Moderate Risk
Anuradapura AdministrativeArea4,2015-04-05,295.6376456,-1.242840184,0.597736015,Moderate Risk
Anuradapura AdministrativeArea4,2015-04-06,63.45499928,2.398354235,-0.236933241,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-07,210.3992765,0.328551189,-0.554327145,Moderate Risk
Anuradapura AdministrativeArea2,2015-04-08,262.3255226,1.312488106,-1.550422993,High Risk
Anuradapura AdministrativeArea3,2015-04-09,81.65427413,1.065274798,0.543597911,Low Risk
